,tweets,timestamps
65,"RT @nftmediuh: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing…",2021-12-17 16:59:58+00:00
66,@NFT_Shady @doodles Feeling your loss https://t.co/kuL203hR36,2021-12-17 16:59:55+00:00
67,"RT @NFT_Promoter_Br: ♦️ #NFTGiveaway ♦️
Give away 1 DOODLES #NFTs ~ 1 DAY
 (Worth 2.0 ETH / $8400 💸)

To enter: 
✅Follow me
✅RT &amp; ❤️
WINNER…",2021-12-17 16:59:48+00:00
68,"RT @SuperlativeApes: We are super excited to announce our BIGGEST giveaway!!! 👀

We currently have less than 1300 mints remaining until we…",2021-12-17 16:59:43+00:00
69,"RT @SpartapussNFT: GM! ☕️👍 @PlatyPunks_Real 

Looking forward to the launch of Platy Doodles on Dec 20th! 🎉

➡️ Platy holders pay .01 ETH…",2021-12-17 16:59:24+00:00
70,RT @NFT_Shady: 1/ guys.. i just did the stupidest thing ever... i still can't believe i actually sold my beloved @doodles  for 0.37 instead…,2021-12-17 16:59:21+00:00
71,"@CloudzNFT @doodles Ok, the Retirement Club has prepred the new season for us. This project sounds legendary!!😱😱😱😱😱… https://t.co/hXr6EOlpSR",2021-12-17 16:58:49+00:00
72,"RT @NFT_Promoter_Br: ♦️ #NFTGiveaway ♦️
Give away 1 DOODLES #NFTs ~ 1 DAY
 (Worth 2.0 ETH / $8400 💸)

To enter: 
✅Follow me
✅RT &amp; ❤️
WINNER…",2021-12-17 16:58:31+00:00
73,"RT @SuperlativeApes: We are super excited to announce our BIGGEST giveaway!!! 👀

We currently have less than 1300 mints remaining until we…",2021-12-17 16:58:18+00:00
74,"RT @SuperlativeApes: We are super excited to announce our BIGGEST giveaway!!! 👀

We currently have less than 1300 mints remaining until we…",2021-12-17 16:58:09+00:00
75,"RT @NFT_Promoter_Br: ♦️ #NFTGiveaway ♦️
Give away 1 DOODLES #NFTs ~ 1 DAY
 (Worth 2.0 ETH / $8400 💸)

To enter: 
✅Follow me
✅RT &amp; ❤️
WINNER…",2021-12-17 16:57:53+00:00
76,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 16:57:51+00:00
77,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 16:57:41+00:00
78,"RT @SuperlativeApes: We are super excited to announce our BIGGEST giveaway!!! 👀

We currently have less than 1300 mints remaining until we…",2021-12-17 16:57:38+00:00
79,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 16:55:28+00:00
80,"RT @NFT_Promoter_Br: ♦️ #NFTGiveaway ♦️
Give away 1 DOODLES #NFTs ~ 1 DAY
 (Worth 2.0 ETH / $8400 💸)

To enter: 
✅Follow me
✅RT &amp; ❤️
WINNER…",2021-12-17 16:55:14+00:00
81,"RT @LazyDoodleLions: 🎅🏼 SANTA CLAUS IS COMING 🎅🏼 
🎁 HUGE #NFTGiveway 
🖼 WIN 1x Lazy Doodle Lions NFT 

👇 3 SIMPLE STEPS👇 
✅ FOLLOW US 
✅ LI…",2021-12-17 16:55:07+00:00
82,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 16:55:02+00:00
83,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 16:54:17+00:00
84,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 16:53:02+00:00
85,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 16:52:58+00:00
86,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 16:52:39+00:00
87,"RT @dragonintonft: 🚨2nd BELUGA’s GIVEAWAY🚨

After his mad CLONE X @RTFKTstudios giveaway, he is giving a @doodles NFT now! 🤯

💰Floor price=…",2021-12-17 16:52:26+00:00
88,"RT @NFT_Promoter_Br: ♦️ #NFTGiveaway ♦️
Give away 1 DOODLES #NFTs ~ 1 DAY
 (Worth 2.0 ETH / $8400 💸)

To enter: 
✅Follow me
✅RT &amp; ❤️
WINNER…",2021-12-17 16:51:49+00:00
89,"RT @ReignAlekhine: #Giveaway Alert 🚨🚨🚨
◇ Giving away 1x #NFT
(Valued at 2 #ETH ~ 💸)

●❤ Like + RT
●Follow @ReignAlekhine @doodles
●Turn on…",2021-12-17 16:51:29+00:00
90,"RT @DoodCatsNFT: 🌈We’re giving away a *free 1/1 SUPER RARE* Rainbow DoodCat dood

To enter:

🐱Like &amp; RT!
🐱Follow!
🐱Tag a Fren!
🐱Join our di…",2021-12-17 16:51:18+00:00
91,"RT @nftmediuh: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing…",2021-12-17 16:51:14+00:00
92,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 16:51:00+00:00
93,"RT @nftmediuh: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing…",2021-12-17 16:50:55+00:00
94,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 16:50:44+00:00
95,"RT @NFTMovement: ✊🏻🚨BELUGA’s GIVEAWAY 🚨✊🏻

After his mad CLONE X @RTFKTstudios giveaway, he is giving a @doodles NFT now! 🤯

💰Floor price =…",2021-12-17 16:50:15+00:00
96,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 16:49:36+00:00
97,"RT @SuperlativeApes: We are super excited to announce our BIGGEST giveaway!!! 👀

We currently have less than 1300 mints remaining until we…",2021-12-17 16:49:15+00:00
98,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 16:47:54+00:00
99,"RT @LazyDoodleLions: 🎅🏼 SANTA CLAUS IS COMING 🎅🏼 
🎁 HUGE #NFTGiveway 
🖼 WIN 1x Lazy Doodle Lions NFT 

👇 3 SIMPLE STEPS👇 
✅ FOLLOW US 
✅ LI…",2021-12-17 16:47:36+00:00
